,Unnamed: 0,State,Year,Pop,X.1,X,Management,Specialisation,Seats,censuscode,ST_CEN_CD,UG_PG,st_new,Seats2
884,885,GUJARAT,2001.0,50597200.0,1706.0,1706.0,Private,Pulmonology,0.0,474.0,12.0,PG,Gujarat,0.0
885,886,GUJARAT,2001.0,50597200.0,1728.0,1728.0,Public,Pulmonology,6.0,474.0,12.0,PG,Gujarat,0.11858363703920402
886,887,GUJARAT,2001.0,50597200.0,1804.0,1804.0,Both,Pulmonology,6.0,474.0,12.0,PG,Gujarat,0.11858363703920402
887,888,GUJARAT,2001.0,50597200.0,1861.0,1861.0,Private,Physiology,0.0,474.0,12.0,PG,Gujarat,0.0
888,889,GUJARAT,2001.0,50597200.0,1883.0,1883.0,Public,Physiology,20.0,474.0,12.0,PG,Gujarat,0.39527879013067896
889,890,GUJARAT,2001.0,50597200.0,1959.0,1959.0,Both,Physiology,20.0,474.0,12.0,PG,Gujarat,0.39527879013067896
890,891,GUJARAT,2001.0,50597200.0,2016.0,2016.0,Private,Thoracic,0.0,474.0,12.0,PG,Gujarat,0.0
891,892,GUJARAT,2001.0,50597200.0,2038.0,2038.0,Public,Thoracic,0.0,474.0,12.0,PG,Gujarat,0.0
892,893,GUJARAT,2001.0,50597200.0,2114.0,2114.0,Both,Thoracic,0.0,474.0,12.0,PG,Gujarat,0.0
893,894,GUJARAT,2001.0,50597200.0,2171.0,2171.0,Private,Pharmacology,0.0,474.0,12.0,PG,Gujarat,0.0
894,895,GUJARAT,2001.0,50597200.0,2193.0,2193.0,Public,Pharmacology,7.0,474.0,12.0,PG,Gujarat,0.138347576545738
895,896,GUJARAT,2001.0,50597200.0,2269.0,2269.0,Both,Pharmacology,7.0,474.0,12.0,PG,Gujarat,0.138347576545738
896,897,GUJARAT,2001.0,50597200.0,2326.0,2326.0,Private,Dermatology,0.0,474.0,12.0,PG,Gujarat,0.0
897,898,GUJARAT,2001.0,50597200.0,2348.0,2348.0,Public,Dermatology,9.0,474.0,12.0,PG,Gujarat,0.17787545555880602
898,899,GUJARAT,2001.0,50597200.0,2424.0,2424.0,Both,Dermatology,9.0,474.0,12.0,PG,Gujarat,0.17787545555880602
899,900,GUJARAT,2001.0,50597200.0,2481.0,2481.0,Private,Radiology,3.0,474.0,12.0,PG,Gujarat,0.0592918185196019
900,901,GUJARAT,2001.0,50597200.0,2503.0,2503.0,Public,Radiology,31.0,474.0,12.0,PG,Gujarat,0.612682124702553
901,902,GUJARAT,2001.0,50597200.0,2579.0,2579.0,Both,Radiology,34.0,474.0,12.0,PG,Gujarat,0.671973943222155
902,903,GUJARAT,2001.0,50597200.0,2636.0,2636.0,Private,Microbiology,0.0,474.0,12.0,PG,Gujarat,0.0
903,904,GUJARAT,2001.0,50597200.0,2658.0,2658.0,Public,Microbiology,10.0,474.0,12.0,PG,Gujarat,0.19763939506533998
904,905,GUJARAT,2001.0,50597200.0,2734.0,2734.0,Both,Microbiology,10.0,474.0,12.0,PG,Gujarat,0.19763939506533998
905,906,GUJARAT,2001.0,50597200.0,2791.0,2791.0,Private,Orthopaedics,0.0,474.0,12.0,PG,Gujarat,0.0
906,907,GUJARAT,2001.0,50597200.0,2813.0,2813.0,Public,Orthopaedics,16.0,474.0,12.0,PG,Gujarat,0.31622303210454306
907,908,GUJARAT,2001.0,50597200.0,2889.0,2889.0,Both,Orthopaedics,16.0,474.0,12.0,PG,Gujarat,0.31622303210454306
908,909,GUJARAT,2001.0,50597200.0,2946.0,2946.0,Private,Anatomy,0.0,474.0,12.0,PG,Gujarat,0.0
909,910,GUJARAT,2001.0,50597200.0,2968.0,2968.0,Public,Anatomy,10.0,474.0,12.0,PG,Gujarat,0.19763939506533998
910,911,GUJARAT,2001.0,50597200.0,3044.0,3044.0,Both,Anatomy,10.0,474.0,12.0,PG,Gujarat,0.19763939506533998
911,912,GUJARAT,2001.0,50597200.0,3101.0,3101.0,Private,General,8.0,474.0,12.0,PG,Gujarat,0.158111516052272
912,913,GUJARAT,2001.0,50597200.0,3123.0,3123.0,Public,General,54.0,474.0,12.0,PG,Gujarat,1.0672527333528299
913,914,GUJARAT,2001.0,50597200.0,3199.0,3199.0,Both,General,62.0,474.0,12.0,PG,Gujarat,1.2253642494051102
914,915,GUJARAT,2001.0,50597200.0,3256.0,3256.0,Private,Paediatrics,1.0,474.0,12.0,PG,Gujarat,0.019763939506534
915,916,GUJARAT,2001.0,50597200.0,3278.0,3278.0,Public,Paediatrics,0.0,474.0,12.0,PG,Gujarat,0.0
916,917,GUJARAT,2001.0,50597200.0,3354.0,3354.0,Both,Paediatrics,1.0,474.0,12.0,PG,Gujarat,0.019763939506534
917,918,GUJARAT,2001.0,50597200.0,3411.0,3411.0,Private,Urology,0.0,474.0,12.0,PG,Gujarat,0.0
918,919,GUJARAT,2001.0,50597200.0,3433.0,3433.0,Public,Urology,4.0,474.0,12.0,PG,Gujarat,0.0790557580261358
919,920,GUJARAT,2001.0,50597200.0,3509.0,3509.0,Both,Urology,4.0,474.0,12.0,PG,Gujarat,0.0790557580261358
920,921,GUJARAT,2001.0,50597200.0,3566.0,3566.0,Private,Nephrology,0.0,474.0,12.0,PG,Gujarat,0.0
921,922,GUJARAT,2001.0,50597200.0,3588.0,3588.0,Public,Nephrology,4.0,474.0,12.0,PG,Gujarat,0.0790557580261358
922,923,GUJARAT,2001.0,50597200.0,3664.0,3664.0,Both,Nephrology,4.0,474.0,12.0,PG,Gujarat,0.0790557580261358
923,924,GUJARAT,2001.0,50597200.0,3721.0,3721.0,Private,Gastroenterology,0.0,474.0,12.0,PG,Gujarat,0.0
924,925,GUJARAT,2001.0,50597200.0,3743.0,3743.0,Public,Gastroenterology,0.0,474.0,12.0,PG,Gujarat,0.0
925,926,GUJARAT,2001.0,50597200.0,3819.0,3819.0,Both,Gastroenterology,0.0,474.0,12.0,PG,Gujarat,0.0
926,927,GUJARAT,2001.0,50597200.0,3876.0,3876.0,Private,Rehabilitation,0.0,474.0,12.0,PG,Gujarat,0.0
927,928,GUJARAT,2001.0,50597200.0,3898.0,3898.0,Public,Rehabilitation,0.0,474.0,12.0,PG,Gujarat,0.0
928,929,GUJARAT,2001.0,50597200.0,3974.0,3974.0,Both,Rehabilitation,0.0,474.0,12.0,PG,Gujarat,0.0
929,930,GUJARAT,2001.0,50597200.0,4031.0,4031.0,Private,Pathology,0.0,474.0,12.0,PG,Gujarat,0.0
930,931,GUJARAT,2001.0,50597200.0,4053.0,4053.0,Public,Pathology,23.0,474.0,12.0,PG,Gujarat,0.454570608650281
931,932,GUJARAT,2001.0,50597200.0,4129.0,4129.0,Both,Pathology,23.0,474.0,12.0,PG,Gujarat,0.454570608650281
932,933,GUJARAT,2001.0,50597200.0,4186.0,4186.0,Private,PlasticSurgery,0.0,474.0,12.0,PG,Gujarat,0.0
933,934,GUJARAT,2001.0,50597200.0,4208.0,4208.0,Public,PlasticSurgery,4.0,474.0,12.0,PG,Gujarat,0.0790557580261358
934,935,GUJARAT,2001.0,50597200.0,4284.0,4284.0,Both,PlasticSurgery,4.0,474.0,12.0,PG,Gujarat,0.0790557580261358
935,936,GUJARAT,2001.0,50597200.0,4341.0,4341.0,Private,ENT,2.0,474.0,12.0,PG,Gujarat,0.0395278790130679
936,937,GUJARAT,2001.0,50597200.0,4363.0,4363.0,Public,ENT,3.0,474.0,12.0,PG,Gujarat,0.0592918185196019
937,938,GUJARAT,2001.0,50597200.0,4439.0,4439.0,Both,ENT,5.0,474.0,12.0,PG,Gujarat,0.0988196975326698
938,939,GUJARAT,2001.0,50597200.0,4496.0,4496.0,Private,Geriatrics,0.0,474.0,12.0,PG,Gujarat,0.0
939,940,GUJARAT,2001.0,50597200.0,4518.0,4518.0,Public,Geriatrics,0.0,474.0,12.0,PG,Gujarat,0.0
940,941,GUJARAT,2001.0,50597200.0,4594.0,4594.0,Both,Geriatrics,0.0,474.0,12.0,PG,Gujarat,0.0
941,942,GUJARAT,2001.0,50597200.0,4651.0,4651.0,Private,Immunology,0.0,474.0,12.0,PG,Gujarat,0.0
942,943,GUJARAT,2001.0,50597200.0,4673.0,4673.0,Public,Immunology,0.0,474.0,12.0,PG,Gujarat,0.0
943,944,GUJARAT,2001.0,50597200.0,4749.0,4749.0,Both,Immunology,0.0,474.0,12.0,PG,Gujarat,0.0
944,945,GUJARAT,2001.0,50597200.0,4806.0,4806.0,Private,Admin,0.0,474.0,12.0,PG,Gujarat,0.0
945,946,GUJARAT,2001.0,50597200.0,4828.0,4828.0,Public,Admin,0.0,474.0,12.0,PG,Gujarat,0.0
946,947,GUJARAT,2001.0,50597200.0,4904.0,4904.0,Both,Admin,0.0,474.0,12.0,PG,Gujarat,0.0
947,948,GUJARAT,2001.0,50597200.0,4961.0,4961.0,Private,PublicHealth,0.0,474.0,12.0,PG,Gujarat,0.0
948,949,GUJARAT,2001.0,50597200.0,4983.0,4983.0,Public,PublicHealth,0.0,474.0,12.0,PG,Gujarat,0.0
949,950,GUJARAT,2001.0,50597200.0,5059.0,5059.0,Both,PublicHealth,0.0,474.0,12.0,PG,Gujarat,0.0
950,951,GUJARAT,2001.0,50597200.0,5116.0,5116.0,Private,Sports,0.0,474.0,12.0,PG,Gujarat,0.0
951,952,GUJARAT,2001.0,50597200.0,5138.0,5138.0,Public,Sports,0.0,474.0,12.0,PG,Gujarat,0.0
952,953,GUJARAT,2001.0,50597200.0,5214.0,5214.0,Both,Sports,0.0,474.0,12.0,PG,Gujarat,0.0
953,954,GUJARAT,2001.0,50597200.0,5271.0,5271.0,Private,Education,0.0,474.0,12.0,PG,Gujarat,0.0
954,955,GUJARAT,2001.0,50597200.0,5293.0,5293.0,Public,Education,0.0,474.0,12.0,PG,Gujarat,0.0
955,956,GUJARAT,2001.0,50597200.0,5369.0,5369.0,Both,Education,0.0,474.0,12.0,PG,Gujarat,0.0
956,957,GUJARAT,2001.0,50597200.0,5426.0,5426.0,Private,Genetics,0.0,474.0,12.0,PG,Gujarat,0.0
957,958,GUJARAT,2001.0,50597200.0,5448.0,5448.0,Public,Genetics,0.0,474.0,12.0,PG,Gujarat,0.0
958,959,GUJARAT,2001.0,50597200.0,5524.0,5524.0,Both,Genetics,0.0,474.0,12.0,PG,Gujarat,0.0
959,960,GUJARAT,2001.0,50597200.0,5581.0,5581.0,Private,Hepatology,0.0,474.0,12.0,PG,Gujarat,0.0
960,961,GUJARAT,2001.0,50597200.0,5603.0,5603.0,Public,Hepatology,0.0,474.0,12.0,PG,Gujarat,0.0
961,962,GUJARAT,2001.0,50597200.0,5679.0,5679.0,Both,Hepatology,0.0,474.0,12.0,PG,Gujarat,0.0
962,963,ANDHRA PRADESH,2001.0,75728400.0,150.0,150.0,Private,All,9.0,553.0,2.0,PG,Andhra Pradesh,0.118845769882897
963,964,ANDHRA PRADESH,2001.0,75728400.0,152.0,152.0,Public,All,907.0,553.0,2.0,PG,Andhra Pradesh,11.9770125870875
964,965,ANDHRA PRADESH,2001.0,75728400.0,154.0,154.0,Both,All,916.0,553.0,2.0,PG,Andhra Pradesh,12.095858356970401
965,966,ANDHRA PRADESH,2001.0,75728400.0,305.0,305.0,Private,Anaesthesia,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
966,967,ANDHRA PRADESH,2001.0,75728400.0,307.0,307.0,Public,Anaesthesia,95.0,553.0,2.0,PG,Andhra Pradesh,1.25448312654169
967,968,ANDHRA PRADESH,2001.0,75728400.0,309.0,309.0,Both,Anaesthesia,95.0,553.0,2.0,PG,Andhra Pradesh,1.25448312654169
968,969,ANDHRA PRADESH,2001.0,75728400.0,460.0,460.0,Private,Cardiology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
969,970,ANDHRA PRADESH,2001.0,75728400.0,462.0,462.0,Public,Cardiology,15.0,553.0,2.0,PG,Andhra Pradesh,0.19807628313816197
970,971,ANDHRA PRADESH,2001.0,75728400.0,464.0,464.0,Both,Cardiology,15.0,553.0,2.0,PG,Andhra Pradesh,0.19807628313816197
971,972,ANDHRA PRADESH,2001.0,75728400.0,615.0,615.0,Private,Neurology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
972,973,ANDHRA PRADESH,2001.0,75728400.0,617.0,617.0,Public,Neurology,15.0,553.0,2.0,PG,Andhra Pradesh,0.19807628313816197
973,974,ANDHRA PRADESH,2001.0,75728400.0,619.0,619.0,Both,Neurology,15.0,553.0,2.0,PG,Andhra Pradesh,0.19807628313816197
974,975,ANDHRA PRADESH,2001.0,75728400.0,770.0,770.0,Private,Oncology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
975,976,ANDHRA PRADESH,2001.0,75728400.0,772.0,772.0,Public,Oncology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
976,977,ANDHRA PRADESH,2001.0,75728400.0,774.0,774.0,Both,Oncology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
977,978,ANDHRA PRADESH,2001.0,75728400.0,925.0,925.0,Private,Psychiatry,1.0,553.0,2.0,PG,Andhra Pradesh,0.0132050855425441
978,979,ANDHRA PRADESH,2001.0,75728400.0,927.0,927.0,Public,Psychiatry,14.0,553.0,2.0,PG,Andhra Pradesh,0.184871197595618
979,980,ANDHRA PRADESH,2001.0,75728400.0,929.0,929.0,Both,Psychiatry,15.0,553.0,2.0,PG,Andhra Pradesh,0.19807628313816197
980,981,ANDHRA PRADESH,2001.0,75728400.0,1080.0,1080.0,Private,Forensic,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
981,982,ANDHRA PRADESH,2001.0,75728400.0,1082.0,1082.0,Public,Forensic,20.0,553.0,2.0,PG,Andhra Pradesh,0.26410171085088296
982,983,ANDHRA PRADESH,2001.0,75728400.0,1084.0,1084.0,Both,Forensic,20.0,553.0,2.0,PG,Andhra Pradesh,0.26410171085088296
983,984,ANDHRA PRADESH,2001.0,75728400.0,1235.0,1235.0,Private,Haematology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
984,985,ANDHRA PRADESH,2001.0,75728400.0,1237.0,1237.0,Public,Haematology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
985,986,ANDHRA PRADESH,2001.0,75728400.0,1239.0,1239.0,Both,Haematology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
986,987,ANDHRA PRADESH,2001.0,75728400.0,1390.0,1390.0,Private,Gynaecology,2.0,553.0,2.0,PG,Andhra Pradesh,0.0264101710850883
987,988,ANDHRA PRADESH,2001.0,75728400.0,1392.0,1392.0,Public,Gynaecology,122.0,553.0,2.0,PG,Andhra Pradesh,1.61102043619039
988,989,ANDHRA PRADESH,2001.0,75728400.0,1394.0,1394.0,Both,Gynaecology,124.0,553.0,2.0,PG,Andhra Pradesh,1.6374306072754699
989,990,ANDHRA PRADESH,2001.0,75728400.0,1545.0,1545.0,Private,Endocrinology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
990,991,ANDHRA PRADESH,2001.0,75728400.0,1547.0,1547.0,Public,Endocrinology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
991,992,ANDHRA PRADESH,2001.0,75728400.0,1549.0,1549.0,Both,Endocrinology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
992,993,ANDHRA PRADESH,2001.0,75728400.0,1700.0,1700.0,Private,Ophthalmology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
993,994,ANDHRA PRADESH,2001.0,75728400.0,1702.0,1702.0,Public,Ophthalmology,62.0,553.0,2.0,PG,Andhra Pradesh,0.818715303637737
994,995,ANDHRA PRADESH,2001.0,75728400.0,1704.0,1704.0,Both,Ophthalmology,62.0,553.0,2.0,PG,Andhra Pradesh,0.818715303637737
995,996,ANDHRA PRADESH,2001.0,75728400.0,1855.0,1855.0,Private,Pulmonology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
996,997,ANDHRA PRADESH,2001.0,75728400.0,1857.0,1857.0,Public,Pulmonology,5.0,553.0,2.0,PG,Andhra Pradesh,0.0660254277127207
997,998,ANDHRA PRADESH,2001.0,75728400.0,1859.0,1859.0,Both,Pulmonology,5.0,553.0,2.0,PG,Andhra Pradesh,0.0660254277127207
998,999,ANDHRA PRADESH,2001.0,75728400.0,2010.0,2010.0,Private,Physiology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
999,1000,ANDHRA PRADESH,2001.0,75728400.0,2012.0,2012.0,Public,Physiology,17.0,553.0,2.0,PG,Andhra Pradesh,0.22448645422325
1000,1001,ANDHRA PRADESH,2001.0,75728400.0,2014.0,2014.0,Both,Physiology,17.0,553.0,2.0,PG,Andhra Pradesh,0.22448645422325
1001,1002,ANDHRA PRADESH,2001.0,75728400.0,2165.0,2165.0,Private,Thoracic,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1002,1003,ANDHRA PRADESH,2001.0,75728400.0,2167.0,2167.0,Public,Thoracic,5.0,553.0,2.0,PG,Andhra Pradesh,0.0660254277127207
1003,1004,ANDHRA PRADESH,2001.0,75728400.0,2169.0,2169.0,Both,Thoracic,5.0,553.0,2.0,PG,Andhra Pradesh,0.0660254277127207
1004,1005,ANDHRA PRADESH,2001.0,75728400.0,2320.0,2320.0,Private,Pharmacology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1005,1006,ANDHRA PRADESH,2001.0,75728400.0,2322.0,2322.0,Public,Pharmacology,26.0,553.0,2.0,PG,Andhra Pradesh,0.34333222410614805
1006,1007,ANDHRA PRADESH,2001.0,75728400.0,2324.0,2324.0,Both,Pharmacology,26.0,553.0,2.0,PG,Andhra Pradesh,0.34333222410614805
1007,1008,ANDHRA PRADESH,2001.0,75728400.0,2475.0,2475.0,Private,Dermatology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1008,1009,ANDHRA PRADESH,2001.0,75728400.0,2477.0,2477.0,Public,Dermatology,28.0,553.0,2.0,PG,Andhra Pradesh,0.369742395191236
1009,1010,ANDHRA PRADESH,2001.0,75728400.0,2479.0,2479.0,Both,Dermatology,28.0,553.0,2.0,PG,Andhra Pradesh,0.369742395191236
1010,1011,ANDHRA PRADESH,2001.0,75728400.0,2630.0,2630.0,Private,Radiology,1.0,553.0,2.0,PG,Andhra Pradesh,0.0132050855425441
1011,1012,ANDHRA PRADESH,2001.0,75728400.0,2632.0,2632.0,Public,Radiology,16.0,553.0,2.0,PG,Andhra Pradesh,0.21128136868070602
1012,1013,ANDHRA PRADESH,2001.0,75728400.0,2634.0,2634.0,Both,Radiology,17.0,553.0,2.0,PG,Andhra Pradesh,0.22448645422325
1013,1014,ANDHRA PRADESH,2001.0,75728400.0,2785.0,2785.0,Private,Microbiology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1014,1015,ANDHRA PRADESH,2001.0,75728400.0,2787.0,2787.0,Public,Microbiology,33.0,553.0,2.0,PG,Andhra Pradesh,0.435767822903957
1015,1016,ANDHRA PRADESH,2001.0,75728400.0,2789.0,2789.0,Both,Microbiology,33.0,553.0,2.0,PG,Andhra Pradesh,0.435767822903957
1016,1017,ANDHRA PRADESH,2001.0,75728400.0,2940.0,2940.0,Private,Orthopaedics,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1017,1018,ANDHRA PRADESH,2001.0,75728400.0,2942.0,2942.0,Public,Orthopaedics,35.0,553.0,2.0,PG,Andhra Pradesh,0.46217799398904497
1018,1019,ANDHRA PRADESH,2001.0,75728400.0,2944.0,2944.0,Both,Orthopaedics,35.0,553.0,2.0,PG,Andhra Pradesh,0.46217799398904497
1019,1020,ANDHRA PRADESH,2001.0,75728400.0,3095.0,3095.0,Private,Anatomy,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1020,1021,ANDHRA PRADESH,2001.0,75728400.0,3097.0,3097.0,Public,Anatomy,18.0,553.0,2.0,PG,Andhra Pradesh,0.23769153976579502
1021,1022,ANDHRA PRADESH,2001.0,75728400.0,3099.0,3099.0,Both,Anatomy,18.0,553.0,2.0,PG,Andhra Pradesh,0.23769153976579502
1022,1023,ANDHRA PRADESH,2001.0,75728400.0,3250.0,3250.0,Private,General,5.0,553.0,2.0,PG,Andhra Pradesh,0.0660254277127207
1023,1024,ANDHRA PRADESH,2001.0,75728400.0,3252.0,3252.0,Public,General,153.0,553.0,2.0,PG,Andhra Pradesh,2.0203780880092497
1024,1025,ANDHRA PRADESH,2001.0,75728400.0,3254.0,3254.0,Both,General,158.0,553.0,2.0,PG,Andhra Pradesh,2.08640351572197
1025,1026,ANDHRA PRADESH,2001.0,75728400.0,3405.0,3405.0,Private,Paediatrics,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1026,1027,ANDHRA PRADESH,2001.0,75728400.0,3407.0,3407.0,Public,Paediatrics,33.0,553.0,2.0,PG,Andhra Pradesh,0.435767822903957
1027,1028,ANDHRA PRADESH,2001.0,75728400.0,3409.0,3409.0,Both,Paediatrics,33.0,553.0,2.0,PG,Andhra Pradesh,0.435767822903957
1028,1029,ANDHRA PRADESH,2001.0,75728400.0,3560.0,3560.0,Private,Urology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1029,1030,ANDHRA PRADESH,2001.0,75728400.0,3562.0,3562.0,Public,Urology,8.0,553.0,2.0,PG,Andhra Pradesh,0.10564068434035301
1030,1031,ANDHRA PRADESH,2001.0,75728400.0,3564.0,3564.0,Both,Urology,8.0,553.0,2.0,PG,Andhra Pradesh,0.10564068434035301
1031,1032,ANDHRA PRADESH,2001.0,75728400.0,3715.0,3715.0,Private,Nephrology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1032,1033,ANDHRA PRADESH,2001.0,75728400.0,3717.0,3717.0,Public,Nephrology,4.0,553.0,2.0,PG,Andhra Pradesh,0.0528203421701766
1033,1034,ANDHRA PRADESH,2001.0,75728400.0,3719.0,3719.0,Both,Nephrology,4.0,553.0,2.0,PG,Andhra Pradesh,0.0528203421701766
1034,1035,ANDHRA PRADESH,2001.0,75728400.0,3870.0,3870.0,Private,Gastroenterology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1035,1036,ANDHRA PRADESH,2001.0,75728400.0,3872.0,3872.0,Public,Gastroenterology,2.0,553.0,2.0,PG,Andhra Pradesh,0.0264101710850883
1036,1037,ANDHRA PRADESH,2001.0,75728400.0,3874.0,3874.0,Both,Gastroenterology,2.0,553.0,2.0,PG,Andhra Pradesh,0.0264101710850883
1037,1038,ANDHRA PRADESH,2001.0,75728400.0,4025.0,4025.0,Private,Rehabilitation,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1038,1039,ANDHRA PRADESH,2001.0,75728400.0,4027.0,4027.0,Public,Rehabilitation,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1039,1040,ANDHRA PRADESH,2001.0,75728400.0,4029.0,4029.0,Both,Rehabilitation,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1040,1041,ANDHRA PRADESH,2001.0,75728400.0,4180.0,4180.0,Private,Pathology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1041,1042,ANDHRA PRADESH,2001.0,75728400.0,4182.0,4182.0,Public,Pathology,49.0,553.0,2.0,PG,Andhra Pradesh,0.6470491915846629
1042,1043,ANDHRA PRADESH,2001.0,75728400.0,4184.0,4184.0,Both,Pathology,49.0,553.0,2.0,PG,Andhra Pradesh,0.6470491915846629
1043,1044,ANDHRA PRADESH,2001.0,75728400.0,4335.0,4335.0,Private,PlasticSurgery,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1044,1045,ANDHRA PRADESH,2001.0,75728400.0,4337.0,4337.0,Public,PlasticSurgery,12.0,553.0,2.0,PG,Andhra Pradesh,0.15846102651053
1045,1046,ANDHRA PRADESH,2001.0,75728400.0,4339.0,4339.0,Both,PlasticSurgery,12.0,553.0,2.0,PG,Andhra Pradesh,0.15846102651053
1046,1047,ANDHRA PRADESH,2001.0,75728400.0,4490.0,4490.0,Private,ENT,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1047,1048,ANDHRA PRADESH,2001.0,75728400.0,4492.0,4492.0,Public,ENT,20.0,553.0,2.0,PG,Andhra Pradesh,0.26410171085088296
1048,1049,ANDHRA PRADESH,2001.0,75728400.0,4494.0,4494.0,Both,ENT,20.0,553.0,2.0,PG,Andhra Pradesh,0.26410171085088296
1049,1050,ANDHRA PRADESH,2001.0,75728400.0,4645.0,4645.0,Private,Geriatrics,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1050,1051,ANDHRA PRADESH,2001.0,75728400.0,4647.0,4647.0,Public,Geriatrics,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1051,1052,ANDHRA PRADESH,2001.0,75728400.0,4649.0,4649.0,Both,Geriatrics,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1052,1053,ANDHRA PRADESH,2001.0,75728400.0,4800.0,4800.0,Private,Immunology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1053,1054,ANDHRA PRADESH,2001.0,75728400.0,4802.0,4802.0,Public,Immunology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1054,1055,ANDHRA PRADESH,2001.0,75728400.0,4804.0,4804.0,Both,Immunology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1055,1056,ANDHRA PRADESH,2001.0,75728400.0,4955.0,4955.0,Private,Admin,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1056,1057,ANDHRA PRADESH,2001.0,75728400.0,4957.0,4957.0,Public,Admin,3.0,553.0,2.0,PG,Andhra Pradesh,0.0396152566276324
1057,1058,ANDHRA PRADESH,2001.0,75728400.0,4959.0,4959.0,Both,Admin,3.0,553.0,2.0,PG,Andhra Pradesh,0.0396152566276324
1058,1059,ANDHRA PRADESH,2001.0,75728400.0,5110.0,5110.0,Private,PublicHealth,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1059,1060,ANDHRA PRADESH,2001.0,75728400.0,5112.0,5112.0,Public,PublicHealth,8.0,553.0,2.0,PG,Andhra Pradesh,0.10564068434035301
1060,1061,ANDHRA PRADESH,2001.0,75728400.0,5114.0,5114.0,Both,PublicHealth,8.0,553.0,2.0,PG,Andhra Pradesh,0.10564068434035301
1061,1062,ANDHRA PRADESH,2001.0,75728400.0,5265.0,5265.0,Private,Sports,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1062,1063,ANDHRA PRADESH,2001.0,75728400.0,5267.0,5267.0,Public,Sports,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1063,1064,ANDHRA PRADESH,2001.0,75728400.0,5269.0,5269.0,Both,Sports,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1064,1065,ANDHRA PRADESH,2001.0,75728400.0,5420.0,5420.0,Private,Education,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1065,1066,ANDHRA PRADESH,2001.0,75728400.0,5422.0,5422.0,Public,Education,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1066,1067,ANDHRA PRADESH,2001.0,75728400.0,5424.0,5424.0,Both,Education,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1067,1068,ANDHRA PRADESH,2001.0,75728400.0,5575.0,5575.0,Private,Genetics,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1068,1069,ANDHRA PRADESH,2001.0,75728400.0,5577.0,5577.0,Public,Genetics,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1069,1070,ANDHRA PRADESH,2001.0,75728400.0,5579.0,5579.0,Both,Genetics,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1070,1071,ANDHRA PRADESH,2001.0,75728400.0,5730.0,5730.0,Private,Hepatology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
1071,1072,ANDHRA PRADESH,2001.0,75728400.0,5732.0,5732.0,Public,Hepatology,0.0,553.0,2.0,PG,Andhra Pradesh,0.0
