"","State","Year","Pop","X.1","X","Management","Specialisation","Seats","censuscode","ST_CEN_CD","UG_PG","st_new","Seats2"
"1721","HARYANA",2001,21083900,2814,2814,"Public","Orthopaedics",15,70,13,"PG","Haryana",0.711443328795906
"1722","HARYANA",2001,21083900,2890,2890,"Both","Orthopaedics",15,70,13,"PG","Haryana",0.711443328795906
"1723","HARYANA",2001,21083900,2947,2947,"Private","Anatomy",2,70,13,"PG","Haryana",0.0948591105061208
"1724","HARYANA",2001,21083900,2969,2969,"Public","Anatomy",4,70,13,"PG","Haryana",0.189718221012242
"1725","HARYANA",2001,21083900,3045,3045,"Both","Anatomy",6,70,13,"PG","Haryana",0.284577331518362
"1726","HARYANA",2001,21083900,3102,3102,"Private","General",2,70,13,"PG","Haryana",0.0948591105061208
"1727","HARYANA",2001,21083900,3124,3124,"Public","General",36,70,13,"PG","Haryana",1.70746398911017
"1728","HARYANA",2001,21083900,3200,3200,"Both","General",38,70,13,"PG","Haryana",1.80232309961629
"1729","HARYANA",2001,21083900,3257,3257,"Private","Paediatrics",0,70,13,"PG","Haryana",0
"1730","HARYANA",2001,21083900,3279,3279,"Public","Paediatrics",5,70,13,"PG","Haryana",0.237147776265302
"1731","HARYANA",2001,21083900,3355,3355,"Both","Paediatrics",5,70,13,"PG","Haryana",0.237147776265302
"1732","HARYANA",2001,21083900,3412,3412,"Private","Urology",0,70,13,"PG","Haryana",0
"1733","HARYANA",2001,21083900,3434,3434,"Public","Urology",0,70,13,"PG","Haryana",0
"1734","HARYANA",2001,21083900,3510,3510,"Both","Urology",0,70,13,"PG","Haryana",0
"1735","HARYANA",2001,21083900,3567,3567,"Private","Nephrology",0,70,13,"PG","Haryana",0
"1736","HARYANA",2001,21083900,3589,3589,"Public","Nephrology",0,70,13,"PG","Haryana",0
"1737","HARYANA",2001,21083900,3665,3665,"Both","Nephrology",0,70,13,"PG","Haryana",0
"1738","HARYANA",2001,21083900,3722,3722,"Private","Gastroenterology",0,70,13,"PG","Haryana",0
"1739","HARYANA",2001,21083900,3744,3744,"Public","Gastroenterology",0,70,13,"PG","Haryana",0
"1740","HARYANA",2001,21083900,3820,3820,"Both","Gastroenterology",0,70,13,"PG","Haryana",0
"1741","HARYANA",2001,21083900,3877,3877,"Private","Rehabilitation",0,70,13,"PG","Haryana",0
"1742","HARYANA",2001,21083900,3899,3899,"Public","Rehabilitation",0,70,13,"PG","Haryana",0
"1743","HARYANA",2001,21083900,3975,3975,"Both","Rehabilitation",0,70,13,"PG","Haryana",0
"1744","HARYANA",2001,21083900,4032,4032,"Private","Pathology",5,70,13,"PG","Haryana",0.237147776265302
"1745","HARYANA",2001,21083900,4054,4054,"Public","Pathology",11,70,13,"PG","Haryana",0.521725107783664
"1746","HARYANA",2001,21083900,4130,4130,"Both","Pathology",16,70,13,"PG","Haryana",0.758872884048966
"1747","HARYANA",2001,21083900,4187,4187,"Private","PlasticSurgery",0,70,13,"PG","Haryana",0
"1748","HARYANA",2001,21083900,4209,4209,"Public","PlasticSurgery",0,70,13,"PG","Haryana",0
"1749","HARYANA",2001,21083900,4285,4285,"Both","PlasticSurgery",0,70,13,"PG","Haryana",0
"1750","HARYANA",2001,21083900,4342,4342,"Private","ENT",0,70,13,"PG","Haryana",0
"1751","HARYANA",2001,21083900,4364,4364,"Public","ENT",4,70,13,"PG","Haryana",0.189718221012242
"1752","HARYANA",2001,21083900,4440,4440,"Both","ENT",4,70,13,"PG","Haryana",0.189718221012242
"1753","HARYANA",2001,21083900,4497,4497,"Private","Geriatrics",0,70,13,"PG","Haryana",0
"1754","HARYANA",2001,21083900,4519,4519,"Public","Geriatrics",0,70,13,"PG","Haryana",0
"1755","HARYANA",2001,21083900,4595,4595,"Both","Geriatrics",0,70,13,"PG","Haryana",0
"1756","HARYANA",2001,21083900,4652,4652,"Private","Immunology",0,70,13,"PG","Haryana",0
"1757","HARYANA",2001,21083900,4674,4674,"Public","Immunology",0,70,13,"PG","Haryana",0
"1758","HARYANA",2001,21083900,4750,4750,"Both","Immunology",0,70,13,"PG","Haryana",0
"1759","HARYANA",2001,21083900,4807,4807,"Private","Admin",0,70,13,"PG","Haryana",0
"1760","HARYANA",2001,21083900,4829,4829,"Public","Admin",0,70,13,"PG","Haryana",0
"1761","HARYANA",2001,21083900,4905,4905,"Both","Admin",0,70,13,"PG","Haryana",0
"1762","HARYANA",2001,21083900,4962,4962,"Private","PublicHealth",0,70,13,"PG","Haryana",0
"1763","HARYANA",2001,21083900,4984,4984,"Public","PublicHealth",0,70,13,"PG","Haryana",0
"1764","HARYANA",2001,21083900,5060,5060,"Both","PublicHealth",0,70,13,"PG","Haryana",0
"1765","HARYANA",2001,21083900,5117,5117,"Private","Sports",0,70,13,"PG","Haryana",0
"1766","HARYANA",2001,21083900,5139,5139,"Public","Sports",0,70,13,"PG","Haryana",0
"1767","HARYANA",2001,21083900,5215,5215,"Both","Sports",0,70,13,"PG","Haryana",0
"1768","HARYANA",2001,21083900,5272,5272,"Private","Education",0,70,13,"PG","Haryana",0
"1769","HARYANA",2001,21083900,5294,5294,"Public","Education",0,70,13,"PG","Haryana",0
"1770","HARYANA",2001,21083900,5370,5370,"Both","Education",0,70,13,"PG","Haryana",0
"1771","HARYANA",2001,21083900,5427,5427,"Private","Genetics",0,70,13,"PG","Haryana",0
"1772","HARYANA",2001,21083900,5449,5449,"Public","Genetics",0,70,13,"PG","Haryana",0
"1773","HARYANA",2001,21083900,5525,5525,"Both","Genetics",0,70,13,"PG","Haryana",0
"1774","HARYANA",2001,21083900,5582,5582,"Private","Hepatology",0,70,13,"PG","Haryana",0
"1775","HARYANA",2001,21083900,5604,5604,"Public","Hepatology",0,70,13,"PG","Haryana",0
"1776","HARYANA",2001,21083900,5680,5680,"Both","Hepatology",0,70,13,"PG","Haryana",0
"1777","CHHATTISGARH",2001,20834530,20,20,"Public","All",54,414,7,"PG","Chhattisgarh",2.59185112407143
"1778","CHHATTISGARH",2001,20834530,97,97,"Both","All",54,414,7,"PG","Chhattisgarh",2.59185112407143
"1779","CHHATTISGARH",2001,20834530,175,175,"Public","Anaesthesia",0,414,7,"PG","Chhattisgarh",0
"1780","CHHATTISGARH",2001,20834530,252,252,"Both","Anaesthesia",0,414,7,"PG","Chhattisgarh",0
"1781","CHHATTISGARH",2001,20834530,330,330,"Public","Cardiology",0,414,7,"PG","Chhattisgarh",0
"1782","CHHATTISGARH",2001,20834530,407,407,"Both","Cardiology",0,414,7,"PG","Chhattisgarh",0
"1783","CHHATTISGARH",2001,20834530,485,485,"Public","Neurology",0,414,7,"PG","Chhattisgarh",0
"1784","CHHATTISGARH",2001,20834530,562,562,"Both","Neurology",0,414,7,"PG","Chhattisgarh",0
"1785","CHHATTISGARH",2001,20834530,640,640,"Public","Oncology",0,414,7,"PG","Chhattisgarh",0
"1786","CHHATTISGARH",2001,20834530,717,717,"Both","Oncology",0,414,7,"PG","Chhattisgarh",0
"1787","CHHATTISGARH",2001,20834530,795,795,"Public","Psychiatry",0,414,7,"PG","Chhattisgarh",0
"1788","CHHATTISGARH",2001,20834530,872,872,"Both","Psychiatry",0,414,7,"PG","Chhattisgarh",0
"1789","CHHATTISGARH",2001,20834530,950,950,"Public","Forensic",2,414,7,"PG","Chhattisgarh",0.0959944860767198
"1790","CHHATTISGARH",2001,20834530,1027,1027,"Both","Forensic",2,414,7,"PG","Chhattisgarh",0.0959944860767198
"1791","CHHATTISGARH",2001,20834530,1105,1105,"Public","Haematology",0,414,7,"PG","Chhattisgarh",0
"1792","CHHATTISGARH",2001,20834530,1182,1182,"Both","Haematology",0,414,7,"PG","Chhattisgarh",0
"1793","CHHATTISGARH",2001,20834530,1260,1260,"Public","Gynaecology",2,414,7,"PG","Chhattisgarh",0.0959944860767198
"1794","CHHATTISGARH",2001,20834530,1337,1337,"Both","Gynaecology",2,414,7,"PG","Chhattisgarh",0.0959944860767198
"1795","CHHATTISGARH",2001,20834530,1415,1415,"Public","Endocrinology",0,414,7,"PG","Chhattisgarh",0
"1796","CHHATTISGARH",2001,20834530,1492,1492,"Both","Endocrinology",0,414,7,"PG","Chhattisgarh",0
"1797","CHHATTISGARH",2001,20834530,1570,1570,"Public","Ophthalmology",5,414,7,"PG","Chhattisgarh",0.239986215191799
"1798","CHHATTISGARH",2001,20834530,1647,1647,"Both","Ophthalmology",5,414,7,"PG","Chhattisgarh",0.239986215191799
"1799","CHHATTISGARH",2001,20834530,1725,1725,"Public","Pulmonology",0,414,7,"PG","Chhattisgarh",0
"1800","CHHATTISGARH",2001,20834530,1802,1802,"Both","Pulmonology",0,414,7,"PG","Chhattisgarh",0
"1801","CHHATTISGARH",2001,20834530,1880,1880,"Public","Physiology",1,414,7,"PG","Chhattisgarh",0.0479972430383599
"1802","CHHATTISGARH",2001,20834530,1957,1957,"Both","Physiology",1,414,7,"PG","Chhattisgarh",0.0479972430383599
"1803","CHHATTISGARH",2001,20834530,2035,2035,"Public","Thoracic",0,414,7,"PG","Chhattisgarh",0
"1804","CHHATTISGARH",2001,20834530,2112,2112,"Both","Thoracic",0,414,7,"PG","Chhattisgarh",0
"1805","CHHATTISGARH",2001,20834530,2190,2190,"Public","Pharmacology",1,414,7,"PG","Chhattisgarh",0.0479972430383599
"1806","CHHATTISGARH",2001,20834530,2267,2267,"Both","Pharmacology",1,414,7,"PG","Chhattisgarh",0.0479972430383599
"1807","CHHATTISGARH",2001,20834530,2345,2345,"Public","Dermatology",0,414,7,"PG","Chhattisgarh",0
"1808","CHHATTISGARH",2001,20834530,2422,2422,"Both","Dermatology",0,414,7,"PG","Chhattisgarh",0
"1809","CHHATTISGARH",2001,20834530,2500,2500,"Public","Radiology",3,414,7,"PG","Chhattisgarh",0.14399172911508
"1810","CHHATTISGARH",2001,20834530,2577,2577,"Both","Radiology",3,414,7,"PG","Chhattisgarh",0.14399172911508
"1811","CHHATTISGARH",2001,20834530,2655,2655,"Public","Microbiology",0,414,7,"PG","Chhattisgarh",0
"1812","CHHATTISGARH",2001,20834530,2732,2732,"Both","Microbiology",0,414,7,"PG","Chhattisgarh",0
"1813","CHHATTISGARH",2001,20834530,2810,2810,"Public","Orthopaedics",8,414,7,"PG","Chhattisgarh",0.383977944306879
"1814","CHHATTISGARH",2001,20834530,2887,2887,"Both","Orthopaedics",8,414,7,"PG","Chhattisgarh",0.383977944306879
"1815","CHHATTISGARH",2001,20834530,2965,2965,"Public","Anatomy",1,414,7,"PG","Chhattisgarh",0.0479972430383599
"1816","CHHATTISGARH",2001,20834530,3042,3042,"Both","Anatomy",1,414,7,"PG","Chhattisgarh",0.0479972430383599
"1817","CHHATTISGARH",2001,20834530,3120,3120,"Public","General",16,414,7,"PG","Chhattisgarh",0.767955888613758
"1818","CHHATTISGARH",2001,20834530,3197,3197,"Both","General",16,414,7,"PG","Chhattisgarh",0.767955888613758
"1819","CHHATTISGARH",2001,20834530,3275,3275,"Public","Paediatrics",4,414,7,"PG","Chhattisgarh",0.19198897215344
"1820","CHHATTISGARH",2001,20834530,3352,3352,"Both","Paediatrics",4,414,7,"PG","Chhattisgarh",0.19198897215344
"1821","CHHATTISGARH",2001,20834530,3430,3430,"Public","Urology",0,414,7,"PG","Chhattisgarh",0
"1822","CHHATTISGARH",2001,20834530,3507,3507,"Both","Urology",0,414,7,"PG","Chhattisgarh",0
"1823","CHHATTISGARH",2001,20834530,3585,3585,"Public","Nephrology",0,414,7,"PG","Chhattisgarh",0
"1824","CHHATTISGARH",2001,20834530,3662,3662,"Both","Nephrology",0,414,7,"PG","Chhattisgarh",0
"1825","CHHATTISGARH",2001,20834530,3740,3740,"Public","Gastroenterology",0,414,7,"PG","Chhattisgarh",0
"1826","CHHATTISGARH",2001,20834530,3817,3817,"Both","Gastroenterology",0,414,7,"PG","Chhattisgarh",0
"1827","CHHATTISGARH",2001,20834530,3895,3895,"Public","Rehabilitation",0,414,7,"PG","Chhattisgarh",0
"1828","CHHATTISGARH",2001,20834530,3972,3972,"Both","Rehabilitation",0,414,7,"PG","Chhattisgarh",0
"1829","CHHATTISGARH",2001,20834530,4050,4050,"Public","Pathology",2,414,7,"PG","Chhattisgarh",0.0959944860767198
"1830","CHHATTISGARH",2001,20834530,4127,4127,"Both","Pathology",2,414,7,"PG","Chhattisgarh",0.0959944860767198
"1831","CHHATTISGARH",2001,20834530,4205,4205,"Public","PlasticSurgery",0,414,7,"PG","Chhattisgarh",0
"1832","CHHATTISGARH",2001,20834530,4282,4282,"Both","PlasticSurgery",0,414,7,"PG","Chhattisgarh",0
"1833","CHHATTISGARH",2001,20834530,4360,4360,"Public","ENT",0,414,7,"PG","Chhattisgarh",0
"1834","CHHATTISGARH",2001,20834530,4437,4437,"Both","ENT",0,414,7,"PG","Chhattisgarh",0
"1835","CHHATTISGARH",2001,20834530,4515,4515,"Public","Geriatrics",0,414,7,"PG","Chhattisgarh",0
"1836","CHHATTISGARH",2001,20834530,4592,4592,"Both","Geriatrics",0,414,7,"PG","Chhattisgarh",0
"1837","CHHATTISGARH",2001,20834530,4670,4670,"Public","Immunology",0,414,7,"PG","Chhattisgarh",0
"1838","CHHATTISGARH",2001,20834530,4747,4747,"Both","Immunology",0,414,7,"PG","Chhattisgarh",0
"1839","CHHATTISGARH",2001,20834530,4825,4825,"Public","Admin",0,414,7,"PG","Chhattisgarh",0
"1840","CHHATTISGARH",2001,20834530,4902,4902,"Both","Admin",0,414,7,"PG","Chhattisgarh",0
"1841","CHHATTISGARH",2001,20834530,4980,4980,"Public","PublicHealth",0,414,7,"PG","Chhattisgarh",0
"1842","CHHATTISGARH",2001,20834530,5057,5057,"Both","PublicHealth",0,414,7,"PG","Chhattisgarh",0
"1843","CHHATTISGARH",2001,20834530,5135,5135,"Public","Sports",0,414,7,"PG","Chhattisgarh",0
"1844","CHHATTISGARH",2001,20834530,5212,5212,"Both","Sports",0,414,7,"PG","Chhattisgarh",0
"1845","CHHATTISGARH",2001,20834530,5290,5290,"Public","Education",0,414,7,"PG","Chhattisgarh",0
"1846","CHHATTISGARH",2001,20834530,5367,5367,"Both","Education",0,414,7,"PG","Chhattisgarh",0
"1847","CHHATTISGARH",2001,20834530,5445,5445,"Public","Genetics",0,414,7,"PG","Chhattisgarh",0
"1848","CHHATTISGARH",2001,20834530,5522,5522,"Both","Genetics",0,414,7,"PG","Chhattisgarh",0
"1849","CHHATTISGARH",2001,20834530,5600,5600,"Public","Hepatology",0,414,7,"PG","Chhattisgarh",0
"1850","CHHATTISGARH",2001,20834530,5677,5677,"Both","Hepatology",0,414,7,"PG","Chhattisgarh",0
"1851","JAMMU & KASHMIR",2001,10070300,3,3,"Private","All",0,14,15,"PG","Jammu & Kashmir",0
"1852","JAMMU & KASHMIR",2001,10070300,26,26,"Public","All",155,14,15,"PG","Jammu & Kashmir",15.3917956763949
"1853","JAMMU & KASHMIR",2001,10070300,102,102,"Both","All",155,14,15,"PG","Jammu & Kashmir",15.3917956763949
"1854","JAMMU & KASHMIR",2001,10070300,158,158,"Private","Anaesthesia",0,14,15,"PG","Jammu & Kashmir",0
"1855","JAMMU & KASHMIR",2001,10070300,181,181,"Public","Anaesthesia",26,14,15,"PG","Jammu & Kashmir",2.58184959733076
"1856","JAMMU & KASHMIR",2001,10070300,257,257,"Both","Anaesthesia",26,14,15,"PG","Jammu & Kashmir",2.58184959733076
"1857","JAMMU & KASHMIR",2001,10070300,313,313,"Private","Cardiology",0,14,15,"PG","Jammu & Kashmir",0
"1858","JAMMU & KASHMIR",2001,10070300,336,336,"Public","Cardiology",3,14,15,"PG","Jammu & Kashmir",0.297905722768934
"1859","JAMMU & KASHMIR",2001,10070300,412,412,"Both","Cardiology",3,14,15,"PG","Jammu & Kashmir",0.297905722768934
"1860","JAMMU & KASHMIR",2001,10070300,468,468,"Private","Neurology",0,14,15,"PG","Jammu & Kashmir",0
"1861","JAMMU & KASHMIR",2001,10070300,491,491,"Public","Neurology",0,14,15,"PG","Jammu & Kashmir",0
"1862","JAMMU & KASHMIR",2001,10070300,567,567,"Both","Neurology",0,14,15,"PG","Jammu & Kashmir",0
"1863","JAMMU & KASHMIR",2001,10070300,623,623,"Private","Oncology",0,14,15,"PG","Jammu & Kashmir",0
"1864","JAMMU & KASHMIR",2001,10070300,646,646,"Public","Oncology",0,14,15,"PG","Jammu & Kashmir",0
"1865","JAMMU & KASHMIR",2001,10070300,722,722,"Both","Oncology",0,14,15,"PG","Jammu & Kashmir",0
"1866","JAMMU & KASHMIR",2001,10070300,778,778,"Private","Psychiatry",0,14,15,"PG","Jammu & Kashmir",0
"1867","JAMMU & KASHMIR",2001,10070300,801,801,"Public","Psychiatry",2,14,15,"PG","Jammu & Kashmir",0.19860381517929
"1868","JAMMU & KASHMIR",2001,10070300,877,877,"Both","Psychiatry",2,14,15,"PG","Jammu & Kashmir",0.19860381517929
"1869","JAMMU & KASHMIR",2001,10070300,933,933,"Private","Forensic",0,14,15,"PG","Jammu & Kashmir",0
"1870","JAMMU & KASHMIR",2001,10070300,956,956,"Public","Forensic",0,14,15,"PG","Jammu & Kashmir",0
"1871","JAMMU & KASHMIR",2001,10070300,1032,1032,"Both","Forensic",0,14,15,"PG","Jammu & Kashmir",0
"1872","JAMMU & KASHMIR",2001,10070300,1088,1088,"Private","Haematology",0,14,15,"PG","Jammu & Kashmir",0
"1873","JAMMU & KASHMIR",2001,10070300,1111,1111,"Public","Haematology",0,14,15,"PG","Jammu & Kashmir",0
"1874","JAMMU & KASHMIR",2001,10070300,1187,1187,"Both","Haematology",0,14,15,"PG","Jammu & Kashmir",0
"1875","JAMMU & KASHMIR",2001,10070300,1243,1243,"Private","Gynaecology",0,14,15,"PG","Jammu & Kashmir",0
"1876","JAMMU & KASHMIR",2001,10070300,1266,1266,"Public","Gynaecology",12,14,15,"PG","Jammu & Kashmir",1.19162289107574
"1877","JAMMU & KASHMIR",2001,10070300,1342,1342,"Both","Gynaecology",12,14,15,"PG","Jammu & Kashmir",1.19162289107574
"1878","JAMMU & KASHMIR",2001,10070300,1398,1398,"Private","Endocrinology",0,14,15,"PG","Jammu & Kashmir",0
"1879","JAMMU & KASHMIR",2001,10070300,1421,1421,"Public","Endocrinology",0,14,15,"PG","Jammu & Kashmir",0
"1880","JAMMU & KASHMIR",2001,10070300,1497,1497,"Both","Endocrinology",0,14,15,"PG","Jammu & Kashmir",0
"1881","JAMMU & KASHMIR",2001,10070300,1553,1553,"Private","Ophthalmology",0,14,15,"PG","Jammu & Kashmir",0
"1882","JAMMU & KASHMIR",2001,10070300,1576,1576,"Public","Ophthalmology",12,14,15,"PG","Jammu & Kashmir",1.19162289107574
"1883","JAMMU & KASHMIR",2001,10070300,1652,1652,"Both","Ophthalmology",12,14,15,"PG","Jammu & Kashmir",1.19162289107574
"1884","JAMMU & KASHMIR",2001,10070300,1708,1708,"Private","Pulmonology",0,14,15,"PG","Jammu & Kashmir",0
"1885","JAMMU & KASHMIR",2001,10070300,1731,1731,"Public","Pulmonology",0,14,15,"PG","Jammu & Kashmir",0
"1886","JAMMU & KASHMIR",2001,10070300,1807,1807,"Both","Pulmonology",0,14,15,"PG","Jammu & Kashmir",0
"1887","JAMMU & KASHMIR",2001,10070300,1863,1863,"Private","Physiology",0,14,15,"PG","Jammu & Kashmir",0
"1888","JAMMU & KASHMIR",2001,10070300,1886,1886,"Public","Physiology",7,14,15,"PG","Jammu & Kashmir",0.695113353127514
"1889","JAMMU & KASHMIR",2001,10070300,1962,1962,"Both","Physiology",7,14,15,"PG","Jammu & Kashmir",0.695113353127514
"1890","JAMMU & KASHMIR",2001,10070300,2018,2018,"Private","Thoracic",0,14,15,"PG","Jammu & Kashmir",0
"1891","JAMMU & KASHMIR",2001,10070300,2041,2041,"Public","Thoracic",1,14,15,"PG","Jammu & Kashmir",0.0993019075896448
"1892","JAMMU & KASHMIR",2001,10070300,2117,2117,"Both","Thoracic",1,14,15,"PG","Jammu & Kashmir",0.0993019075896448
"1893","JAMMU & KASHMIR",2001,10070300,2173,2173,"Private","Pharmacology",0,14,15,"PG","Jammu & Kashmir",0
"1894","JAMMU & KASHMIR",2001,10070300,2196,2196,"Public","Pharmacology",0,14,15,"PG","Jammu & Kashmir",0
"1895","JAMMU & KASHMIR",2001,10070300,2272,2272,"Both","Pharmacology",0,14,15,"PG","Jammu & Kashmir",0
"1896","JAMMU & KASHMIR",2001,10070300,2328,2328,"Private","Dermatology",0,14,15,"PG","Jammu & Kashmir",0
"1897","JAMMU & KASHMIR",2001,10070300,2351,2351,"Public","Dermatology",1,14,15,"PG","Jammu & Kashmir",0.0993019075896448
"1898","JAMMU & KASHMIR",2001,10070300,2427,2427,"Both","Dermatology",1,14,15,"PG","Jammu & Kashmir",0.0993019075896448
"1899","JAMMU & KASHMIR",2001,10070300,2483,2483,"Private","Radiology",0,14,15,"PG","Jammu & Kashmir",0
"1900","JAMMU & KASHMIR",2001,10070300,2506,2506,"Public","Radiology",6,14,15,"PG","Jammu & Kashmir",0.595811445537869
"1901","JAMMU & KASHMIR",2001,10070300,2582,2582,"Both","Radiology",6,14,15,"PG","Jammu & Kashmir",0.595811445537869
"1902","JAMMU & KASHMIR",2001,10070300,2638,2638,"Private","Microbiology",0,14,15,"PG","Jammu & Kashmir",0
"1903","JAMMU & KASHMIR",2001,10070300,2661,2661,"Public","Microbiology",2,14,15,"PG","Jammu & Kashmir",0.19860381517929
"1904","JAMMU & KASHMIR",2001,10070300,2737,2737,"Both","Microbiology",2,14,15,"PG","Jammu & Kashmir",0.19860381517929
"1905","JAMMU & KASHMIR",2001,10070300,2793,2793,"Private","Orthopaedics",0,14,15,"PG","Jammu & Kashmir",0
"1906","JAMMU & KASHMIR",2001,10070300,2816,2816,"Public","Orthopaedics",12,14,15,"PG","Jammu & Kashmir",1.19162289107574
"1907","JAMMU & KASHMIR",2001,10070300,2892,2892,"Both","Orthopaedics",12,14,15,"PG","Jammu & Kashmir",1.19162289107574
"1908","JAMMU & KASHMIR",2001,10070300,2948,2948,"Private","Anatomy",0,14,15,"PG","Jammu & Kashmir",0
"1909","JAMMU & KASHMIR",2001,10070300,2971,2971,"Public","Anatomy",3,14,15,"PG","Jammu & Kashmir",0.297905722768934
"1910","JAMMU & KASHMIR",2001,10070300,3047,3047,"Both","Anatomy",3,14,15,"PG","Jammu & Kashmir",0.297905722768934
"1911","JAMMU & KASHMIR",2001,10070300,3103,3103,"Private","General",0,14,15,"PG","Jammu & Kashmir",0
"1912","JAMMU & KASHMIR",2001,10070300,3126,3126,"Public","General",29,14,15,"PG","Jammu & Kashmir",2.8797553200997
"1913","JAMMU & KASHMIR",2001,10070300,3202,3202,"Both","General",29,14,15,"PG","Jammu & Kashmir",2.8797553200997
"1914","JAMMU & KASHMIR",2001,10070300,3258,3258,"Private","Paediatrics",0,14,15,"PG","Jammu & Kashmir",0
"1915","JAMMU & KASHMIR",2001,10070300,3281,3281,"Public","Paediatrics",9,14,15,"PG","Jammu & Kashmir",0.893717168306803
"1916","JAMMU & KASHMIR",2001,10070300,3357,3357,"Both","Paediatrics",9,14,15,"PG","Jammu & Kashmir",0.893717168306803
"1917","JAMMU & KASHMIR",2001,10070300,3413,3413,"Private","Urology",0,14,15,"PG","Jammu & Kashmir",0
"1918","JAMMU & KASHMIR",2001,10070300,3436,3436,"Public","Urology",0,14,15,"PG","Jammu & Kashmir",0
"1919","JAMMU & KASHMIR",2001,10070300,3512,3512,"Both","Urology",0,14,15,"PG","Jammu & Kashmir",0
"1920","JAMMU & KASHMIR",2001,10070300,3568,3568,"Private","Nephrology",0,14,15,"PG","Jammu & Kashmir",0
"1921","JAMMU & KASHMIR",2001,10070300,3591,3591,"Public","Nephrology",0,14,15,"PG","Jammu & Kashmir",0
"1922","JAMMU & KASHMIR",2001,10070300,3667,3667,"Both","Nephrology",0,14,15,"PG","Jammu & Kashmir",0
"1923","JAMMU & KASHMIR",2001,10070300,3723,3723,"Private","Gastroenterology",0,14,15,"PG","Jammu & Kashmir",0
"1924","JAMMU & KASHMIR",2001,10070300,3746,3746,"Public","Gastroenterology",2,14,15,"PG","Jammu & Kashmir",0.19860381517929
"1925","JAMMU & KASHMIR",2001,10070300,3822,3822,"Both","Gastroenterology",2,14,15,"PG","Jammu & Kashmir",0.19860381517929
"1926","JAMMU & KASHMIR",2001,10070300,3878,3878,"Private","Rehabilitation",0,14,15,"PG","Jammu & Kashmir",0
"1927","JAMMU & KASHMIR",2001,10070300,3901,3901,"Public","Rehabilitation",0,14,15,"PG","Jammu & Kashmir",0
"1928","JAMMU & KASHMIR",2001,10070300,3977,3977,"Both","Rehabilitation",0,14,15,"PG","Jammu & Kashmir",0
"1929","JAMMU & KASHMIR",2001,10070300,4033,4033,"Private","Pathology",0,14,15,"PG","Jammu & Kashmir",0
"1930","JAMMU & KASHMIR",2001,10070300,4056,4056,"Public","Pathology",9,14,15,"PG","Jammu & Kashmir",0.893717168306803
"1931","JAMMU & KASHMIR",2001,10070300,4132,4132,"Both","Pathology",9,14,15,"PG","Jammu & Kashmir",0.893717168306803
"1932","JAMMU & KASHMIR",2001,10070300,4188,4188,"Private","PlasticSurgery",0,14,15,"PG","Jammu & Kashmir",0
"1933","JAMMU & KASHMIR",2001,10070300,4211,4211,"Public","PlasticSurgery",0,14,15,"PG","Jammu & Kashmir",0
"1934","JAMMU & KASHMIR",2001,10070300,4287,4287,"Both","PlasticSurgery",0,14,15,"PG","Jammu & Kashmir",0
"1935","JAMMU & KASHMIR",2001,10070300,4343,4343,"Private","ENT",0,14,15,"PG","Jammu & Kashmir",0
"1936","JAMMU & KASHMIR",2001,10070300,4366,4366,"Public","ENT",10,14,15,"PG","Jammu & Kashmir",0.993019075896448
"1937","JAMMU & KASHMIR",2001,10070300,4442,4442,"Both","ENT",10,14,15,"PG","Jammu & Kashmir",0.993019075896448
"1938","JAMMU & KASHMIR",2001,10070300,4498,4498,"Private","Geriatrics",0,14,15,"PG","Jammu & Kashmir",0
"1939","JAMMU & KASHMIR",2001,10070300,4521,4521,"Public","Geriatrics",0,14,15,"PG","Jammu & Kashmir",0
"1940","JAMMU & KASHMIR",2001,10070300,4597,4597,"Both","Geriatrics",0,14,15,"PG","Jammu & Kashmir",0
"1941","JAMMU & KASHMIR",2001,10070300,4653,4653,"Private","Immunology",0,14,15,"PG","Jammu & Kashmir",0
"1942","JAMMU & KASHMIR",2001,10070300,4676,4676,"Public","Immunology",0,14,15,"PG","Jammu & Kashmir",0
"1943","JAMMU & KASHMIR",2001,10070300,4752,4752,"Both","Immunology",0,14,15,"PG","Jammu & Kashmir",0
"1944","JAMMU & KASHMIR",2001,10070300,4808,4808,"Private","Admin",0,14,15,"PG","Jammu & Kashmir",0
"1945","JAMMU & KASHMIR",2001,10070300,4831,4831,"Public","Admin",2,14,15,"PG","Jammu & Kashmir",0.19860381517929
"1946","JAMMU & KASHMIR",2001,10070300,4907,4907,"Both","Admin",2,14,15,"PG","Jammu & Kashmir",0.19860381517929
"1947","JAMMU & KASHMIR",2001,10070300,4963,4963,"Private","PublicHealth",0,14,15,"PG","Jammu & Kashmir",0
"1948","JAMMU & KASHMIR",2001,10070300,4986,4986,"Public","PublicHealth",0,14,15,"PG","Jammu & Kashmir",0
"1949","JAMMU & KASHMIR",2001,10070300,5062,5062,"Both","PublicHealth",0,14,15,"PG","Jammu & Kashmir",0
"1950","JAMMU & KASHMIR",2001,10070300,5118,5118,"Private","Sports",0,14,15,"PG","Jammu & Kashmir",0
"1951","JAMMU & KASHMIR",2001,10070300,5141,5141,"Public","Sports",0,14,15,"PG","Jammu & Kashmir",0
"1952","JAMMU & KASHMIR",2001,10070300,5217,5217,"Both","Sports",0,14,15,"PG","Jammu & Kashmir",0
